NUTS,Region name,Total,January,February,March,April,May,June,July,August,September,October,November,December
CZ08,Moravskoslezsko,,0.011976,0.013914,0.008018,0.011576,0.015513,0.013353,0.027858,0.026325,0.013404,0.014594,0.010387,0.013477
DK01,Hovedstaden,,0.017103,0.020585,0.019246,0.03303,0.037372,0.047686,0.095359,0.051256,0.031503,0.034244,0.021229,0.023563
DK02,Sjælland,,0.009562,0.011446,0.013108,0.020335,0.02517,0.025874,0.063809,0.02698,0.018756,0.021738,0.013369,0.014364
DK03,Syddanmark,,0.013554,0.019058,0.020067,0.03128,0.035047,0.038724,0.086494,0.04101,0.033613,0.037888,0.019711,0.019973
DK04,Midtjylland,,0.01787,0.02268,0.024079,0.035553,0.039897,0.039369,0.082975,0.042876,0.033538,0.036108,0.023678,0.020484
DK05,Nordjylland,,0.008403,0.014355,0.011056,0.023893,0.027847,0.024917,0.071018,0.027573,0.019738,0.027114,0.01157,0.014263
DE11,Stuttgart,,0.048925,0.050893,0.063093,0.067718,0.081926,0.07818,0.079852,0.075351,0.07413,0.09258,0.063648,0.06176
DE12,Karlsruhe,,0.048667,0.048119,0.061685,0.082164,0.08749,0.081896,0.081598,0.089001,0.084529,0.09948,0.0633,0.075121
DE13,Freiburg,,0.077316,0.065092,0.093798,0.176209,0.174382,0.200473,0.21241,0.226541,0.174927,0.199391,0.087449,0.147755
DE14,Tübingen,,0.03796,0.036401,0.052978,0.113132,0.118645,0.147429,0.171097,0.195371,0.125372,0.103414,0.045311,0.069559
DE21,Oberbayern,,0.131464,0.141386,0.123472,0.22012,0.227755,0.294316,0.356508,0.395651,0.254582,0.239238,0.099811,0.199472
DE22,Niederbayern,,0.028017,0.033833,0.029915,0.056039,0.049028,0.064549,0.077122,0.095493,0.052687,0.057934,0.028747,0.055704
DE23,Oberpfalz,,0.015804,0.016966,0.020871,0.032253,0.031723,0.03903,0.047202,0.05361,0.035137,0.038573,0.020346,0.032182
DE24,Oberfranken,,0.019722,0.022118,0.030685,0.057704,0.059528,0.061102,0.067151,0.077439,0.056303,0.068868,0.033395,0.044232
DE25,Mittelfranken,,0.023618,0.027268,0.037231,0.053936,0.062122,0.066338,0.072024,0.077372,0.055396,0.068136,0.041483,0.046452
DE26,Unterfranken,,0.022236,0.020625,0.029592,0.043132,0.054356,0.052538,0.054262,0.058355,0.052685,0.057795,0.035761,0.037261
DE27,Schwaben,,0.087036,0.091865,0.084386,0.141509,0.139101,0.173262,0.215826,0.244118,0.155639,0.157491,0.05733,0.126792
DE30,Berlin,,0.059051,0.061184,0.077688,0.097235,0.097651,0.109341,0.083377,0.096556,0.089004,0.116294,0.091966,0.078743
DE40,Brandenburg,,0.046788,0.052927,0.068773,0.139016,0.164438,0.178597,0.223151,0.227906,0.147925,0.16115,0.070486,0.088345
DE50,Bremen,,0.02019,0.020392,0.025581,0.036071,0.034085,0.035143,0.037875,0.045209,0.034087,0.041786,0.027874,0.03056
DE60,Hamburg,,0.031151,0.032653,0.04768,0.059207,0.065777,0.060488,0.05425,0.063856,0.055972,0.062833,0.046096,0.048953
DE71,Darmstadt,,0.041336,0.044851,0.05653,0.062478,0.075067,0.076399,0.068658,0.07779,0.075146,0.08279,0.059905,0.054698
DE72,Gießen,,0.014194,0.01438,0.019247,0.024817,0.028925,0.027247,0.026234,0.030528,0.027172,0.031001,0.020342,0.02131
DE73,Kassel,,0.042948,0.039256,0.047833,0.075192,0.089417,0.089149,0.089749,0.099838,0.078516,0.09075,0.051606,0.070991
DE80,Mecklenburg-Vorpommern,,0.091517,0.148733,0.170496,0.508714,0.505898,0.736226,1.09679,1.18516,0.537284,0.528028,0.123202,0.318526
DE91,Braunschweig,,0.078204,0.078894,0.064096,0.138109,0.117107,0.107129,0.123797,0.145274,0.098691,0.176821,0.071789,0.139095
DE92,Hannover,,0.035198,0.035307,0.050776,0.071307,0.076054,0.074179,0.077405,0.091963,0.069848,0.077033,0.062964,0.053022
DE93,Lüneburg,,0.038959,0.043218,0.062866,0.141131,0.135845,0.156521,0.187845,0.230033,0.137238,0.153304,0.064717,0.086174
DE94,Weser-Ems,,0.069265,0.087553,0.135258,0.302514,0.291518,0.355631,0.451571,0.499265,0.28547,0.296231,0.098702,0.172497
DEA1,Düsseldorf,,0.073079,0.070286,0.092547,0.100061,0.110935,0.128382,0.112259,0.130923,0.113364,0.127706,0.105487,0.094757
DEA2,Köln,,0.061537,0.073558,0.09496,0.115358,0.121051,0.123288,0.113965,0.146506,0.114553,0.134331,0.10136,0.101328
DEA3,Münster,,0.021282,0.023458,0.031674,0.036999,0.043898,0.045326,0.042599,0.046886,0.046448,0.047651,0.036359,0.033976
DEA4,Detmold,,0.030023,0.027227,0.034975,0.043309,0.049407,0.05129,0.045885,0.054502,0.050524,0.053809,0.042248,0.042868
DEA5,Arnsberg,,0.085941,0.070069,0.066614,0.092609,0.098304,0.098913,0.096342,0.109153,0.087958,0.125096,0.072195,0.106225
DEB1,Koblenz,,0.03424,0.038273,0.06137,0.110144,0.125168,0.137431,0.123418,0.157361,0.139954,0.144778,0.060253,0.077813
DEB2,Trier,,0.016675,0.016701,0.02616,0.064498,0.070434,0.08247,0.075377,0.091206,0.077617,0.090368,0.029475,0.049177
DEB3,Rheinhessen-Pfalz,,0.028792,0.028786,0.048726,0.06854,0.08151,0.077607,0.069341,0.092118,0.081391,0.087578,0.042677,0.046174
DEC0,Saarland,,0.013169,0.012564,0.015388,0.021865,0.02417,0.025874,0.026459,0.031951,0.023586,0.027586,0.01741,0.018619
DED2,Dresden,,0.044268,0.058616,0.064271,0.156062,0.146429,0.144748,0.157402,0.201808,0.128693,0.18632,0.068559,0.129431
DED4,Chemnitz,,0.034883,0.04936,0.030859,0.050469,0.056454,0.055226,0.058782,0.07058,0.048748,0.066719,0.037706,0.075801
DED5,Leipzig,,0.027801,0.030864,0.057996,0.063043,0.079861,0.073531,0.065688,0.077841,0.058837,0.071115,0.048496,0.05153
DEE0,Sachsen-Anhalt,,0.059338,0.070253,0.074995,0.152865,0.138684,0.1359,0.146269,0.173999,0.126175,0.191947,0.08308,0.142372
DEF0,Schleswig-Holstein,,0.118475,0.13891,0.219182,0.5033,0.516166,0.664551,0.907567,0.972831,0.514724,0.489682,0.155661,0.296561
DEG0,Thüringen,,0.04639,0.049858,0.059079,0.101434,0.112361,0.105195,0.106895,0.126295,0.097272,0.12961,0.063035,0.098918
EE00,Eesti,,0.032824,0.037409,0.033677,0.039127,0.044001,0.069458,0.106311,0.080787,0.041068,0.045276,0.038357,0.050801
IE04,Northern and Western,,0.027198,0.038975,0.040567,0.064608,0.077083,0.089307,0.136511,0.140911,0.057589,0.061418,0.043828,0.061785
IE05,Southern,,0.031173,0.043767,0.051786,0.084892,0.098955,0.118068,0.178699,0.176791,0.07677,0.073948,0.05048,0.067259
IE06,Eastern and Midland,,0.018544,0.021468,0.022446,0.026279,0.030957,0.038624,0.045754,0.044135,0.029146,0.031042,0.027609,0.032063
EL30,Attiki,,0.139763,0.134364,0.1396,0.111281,0.120774,0.132943,0.146514,0.145951,0.140318,0.141087,0.15538,0.191632
EL41,Voreio Aigaio,,0.00257,0.002701,0.002912,0.004699,0.006762,0.013854,0.040248,0.067126,0.011795,0.005054,0.003023,0.003807
EL42,Notio Aigaio,,0.003886,0.004303,0.008995,0.03408,0.023696,0.095538,0.223652,0.303218,0.069388,0.017557,0.007474,0.006247
EL43,Kriti,,0.018177,0.018685,0.023852,0.027279,0.024332,0.049407,0.095844,0.193982,0.049212,0.024142,0.022186,0.026335
EL51,"Anatoliki Makedonia, Thraki",,0.010701,0.009048,0.011671,0.010591,0.010874,0.016077,0.02775,0.049124,0.016465,0.011726,0.013033,0.017763
EL52,Kentriki Makedonia,,0.084836,0.070243,0.076113,0.070208,0.060029,0.076427,0.104436,0.140998,0.081882,0.083253,0.084013,0.125797
EL53,Dytiki Makedonia,,0.006914,0.003701,0.005246,0.005332,0.002957,0.002915,0.002704,0.005026,0.003118,0.005307,0.00475,0.01001
EL54,Ipeiros,,0.01942,0.01367,0.018307,0.020419,0.013159,0.02136,0.042118,0.068888,0.020571,0.019231,0.015515,0.032277
EL61,Thessalia,,0.03889,0.020697,0.035062,0.032378,0.020327,0.029506,0.055676,0.096277,0.027821,0.032465,0.031569,0.072471
EL62,Ionia Nisia,,0.003152,0.004014,0.007505,0.031423,0.014225,0.049424,0.118739,0.205155,0.037631,0.010446,0.004772,0.00671
EL63,Dytiki Elláda,,0.016529,0.013162,0.016567,0.017476,0.009793,0.019958,0.02978,0.054239,0.015108,0.014742,0.011169,0.022246
EL64,Sterea Elláda,,0.019519,0.015224,0.018277,0.017989,0.008258,0.020595,0.040253,0.071714,0.015585,0.01452,0.011348,0.022706
EL65,Peloponnisos,,0.020627,0.017659,0.03491,0.047183,0.025483,0.059484,0.128583,0.231212,0.043906,0.029397,0.018626,0.032509
ES11,Galicia,,0.091259,0.094165,0.12171,0.285186,0.230464,0.369656,1.018861,1.409537,0.379155,0.224863,0.126557,0.229571
ES12,Principado de Asturias,,0.063674,0.080429,0.085534,0.217287,0.153736,0.232999,0.518567,0.648761,0.2389,0.142313,0.096528,0.146402
ES13,Cantabria,,0.042061,0.052913,0.062125,0.172966,0.143941,0.19258,0.460387,0.564061,0.175044,0.108682,0.064152,0.124994
ES21,País Vasco,,0.058428,0.070288,0.084478,0.120093,0.099989,0.121279,0.154772,0.214686,0.116585,0.11056,0.091418,0.107023
ES22,Comunidad Foral de Navarra,,0.02257,0.027739,0.032169,0.052996,0.046267,0.045815,0.066376,0.103368,0.04678,0.056837,0.03884,0.05058
ES23,La Rioja,,0.025442,0.032019,0.040193,0.062832,0.056663,0.040842,0.056194,0.087491,0.046629,0.060081,0.045642,0.055286
ES24,Aragón,,0.13128,0.172945,0.12488,0.162247,0.122121,0.133508,0.202937,0.298132,0.133398,0.137407,0.090963,0.185379
ES30,Comunidad de Madrid,,0.302583,0.295024,0.287254,0.312381,0.313281,0.313626,0.301527,0.290423,0.293547,0.291299,0.309773,0.412174
ES41,Castilla y León,,0.125889,0.156185,0.175319,0.276204,0.248661,0.21728,0.280751,0.416979,0.220365,0.259183,0.205342,0.272478
ES42,Castilla-La Mancha,,0.070713,0.08536,0.101083,0.185987,0.164775,0.145543,0.156262,0.218455,0.152944,0.182476,0.107202,0.168135
ES43,Extremadura,,0.03479,0.047195,0.049977,0.090332,0.07037,0.054115,0.082381,0.111267,0.057595,0.069663,0.051521,0.068968
ES51,Cataluña,,0.287059,0.302191,0.283959,0.480436,0.378556,0.721397,0.804964,1.104026,0.475084,0.360523,0.277752,0.474851
ES52,Comunitat Valenciana,,0.231451,0.259709,0.309324,0.733374,0.582673,1.189016,2.033053,2.501066,0.801217,0.375974,0.296086,0.450826
ES53,Illes Balears,,0.026272,0.028108,0.036253,0.090495,0.113353,0.24413,0.254976,0.305961,0.191605,0.071209,0.032038,0.042669
ES61,Andalucía,,0.741847,0.893567,0.851032,1.499957,1.430191,1.723803,2.910199,3.844965,1.679326,1.119794,0.849501,1.336647
ES62,Región de Murcia,,0.036728,0.041216,0.048858,0.107218,0.083541,0.145666,0.231011,0.30082,0.108821,0.056743,0.045866,0.069133
ES63,Ciudad de Ceuta,,0.000596,0.000813,0.00062,0.000874,0.000928,0.001121,0.001523,0.00135,0.001341,0.001,0.000797,0.000888
ES64,Ciudad de Melilla,,0.000416,0.000488,0.000636,0.000907,0.000695,0.001073,0.000864,0.001284,0.00082,0.000669,0.000511,0.000757
ES70,Canarias,,0.352475,0.339677,0.408068,0.582662,0.499966,0.642737,1.095849,1.319062,0.72647,0.489709,0.378061,0.396807
FR10,Ile-de-France,,0.603427,0.656991,0.596264,0.784113,0.765543,0.730424,0.766984,0.706376,0.619584,0.782206,0.682842,0.792609
FRB0,Centre — Val de Loire,,0.160162,0.201412,0.204411,0.429853,0.485764,0.36347,0.500581,0.623772,0.292756,0.367396,0.228345,0.327224
FRC1,Bourgogne,,0.106423,0.123745,0.12122,0.201602,0.268564,0.207091,0.269299,0.344902,0.179362,0.197491,0.148963,0.19618
FRC2,Franche-Comté,,0.07881,0.144428,0.078851,0.115433,0.147194,0.121374,0.206159,0.277361,0.095688,0.113947,0.076008,0.148536
FRD1,Basse-Normandie,,0.123848,0.191203,0.161154,0.423959,0.510212,0.365053,0.603358,0.853573,0.266072,0.312685,0.192366,0.301948
FRD2,Haute-Normandie,,0.103404,0.131436,0.124026,0.226349,0.269498,0.206025,0.277436,0.352316,0.164515,0.196246,0.145942,0.189026
FRE1,Nord-Pas de Calais,,0.159598,0.220404,0.20267,0.333224,0.353081,0.291883,0.385489,0.479323,0.243997,0.264149,0.205305,0.286295
FRE2,Picardie,,0.068083,0.087654,0.083046,0.178053,0.193397,0.156999,0.200915,0.25119,0.123681,0.141195,0.099131,0.14061
FRF1,Alsace,,0.092547,0.127739,0.099135,0.186002,0.209535,0.162831,0.224286,0.299378,0.147372,0.187072,0.164486,0.437414
FRF2,Champagne-Ardenne,,0.076147,0.086616,0.087209,0.137211,0.156938,0.134062,0.151376,0.174999,0.114652,0.14011,0.110854,0.146937
FRF3,Lorraine,,0.145201,0.259511,0.119254,0.186432,0.211513,0.176783,0.239372,0.33402,0.149662,0.171311,0.134141,0.30383
FRG0,Pays de la Loire,,0.212892,0.257131,0.265429,0.595641,0.734195,0.631963,1.115143,1.599833,0.481577,0.494499,0.293015,0.411597
FRH0,Bretagne,,0.256129,0.347805,0.33059,0.845882,0.935539,0.743191,1.46125,2.235666,0.624465,0.604628,0.330232,0.568813
FRI1,Aquitaine,,0.242895,0.326258,0.317618,0.673241,0.843776,0.6929,1.704008,2.79453,0.572958,0.518335,0.303212,0.479254
FRI2,Limousin,,0.034902,0.044323,0.046551,0.075627,0.096042,0.079843,0.150474,0.224021,0.068395,0.073053,0.049447,0.07274
FRI3,Poitou-Charentes,,0.130977,0.183188,0.18838,0.464894,0.506444,0.392892,0.876203,1.31395,0.324311,0.318888,0.182364,0.273251
FRJ1,Languedoc-Roussillon,,0.305082,0.472646,0.357246,0.66734,0.832838,0.7606,1.926001,3.191309,0.602758,0.58084,0.331284,0.557798
FRJ2,Midi-Pyrénées,,0.37596,0.711425,0.401374,0.388116,0.47265,0.401665,0.88684,1.408023,0.356649,0.404776,0.260112,0.571093
FRK1,Auvergne,,0.158084,0.324332,0.149283,0.238382,0.299569,0.226509,0.464595,0.687812,0.185535,0.213522,0.125685,0.282462
FRK2,Rhône-Alpes,,1.260482,2.271273,1.221558,0.932662,0.990924,0.925857,1.641204,2.454041,0.750001,0.782979,0.612016,1.493549
FRL0,Provence-Alpes-Côte d’Azur,,0.668188,1.206686,0.755486,1.176586,1.359633,1.211013,2.49501,4.227054,0.985381,0.956804,0.543271,0.999691
FRM0,Corse,,0.013894,0.02048,0.022564,0.195604,0.237662,0.342959,0.67954,0.886002,0.348444,0.176204,0.023391,0.031658
FRY1,Guadeloupe,,0.255454,0.290376,0.234438,0.230002,0.109036,0.088389,0.196665,0.191416,0.05278,0.087572,0.111212,0.190881
FRY2,Martinique,,0.189891,0.224373,0.175377,0.173559,0.079535,0.05498,0.156019,0.15783,0.0401,0.078491,0.086208,0.152525
FRY3,Guyane,,0.01184,0.015644,0.016021,0.014345,0.012537,0.012181,0.019387,0.024933,0.014809,0.020369,0.016499,0.016473
FRY4,La Réunion,,0.18424,0.151066,0.147169,0.171965,0.171188,0.115914,0.244328,0.226438,0.184389,0.277827,0.255015,0.228622
FRY5,Mayotte,,0.001191,0.001652,0.001709,0.002422,0.002811,0.002349,0.002536,0.003205,0.002695,0.003222,0.003472,0.0031
HR02,Panonska Hrvatska,,0.01222,0.011803,0.011384,0.015582,0.021748,0.018405,0.01424,0.019492,0.019824,0.017865,0.021528,0.017586
HR03,Jadranska Hrvatska,,0.039148,0.046821,0.048746,0.076804,0.138642,0.245277,0.40116,0.51156,0.143486,0.073263,0.052043,0.073618
HR05,Grad Zagreb,,0.029541,0.029906,0.031771,0.02441,0.028807,0.023655,0.022366,0.016075,0.029205,0.033715,0.039101,0.05038
HR06,Sjeverna Hrvatska,,0.006164,0.007157,0.006147,0.006954,0.012397,0.009986,0.010099,0.011177,0.009819,0.009983,0.010439,0.013747
ITC1,Piemonte,,0.133187,0.11439,0.129082,0.151838,0.164803,0.111356,0.137185,0.182696,0.131318,0.146916,0.15376,0.201263
ITC2,Valle d’Aosta/Vallée d’Aoste,,0.058539,0.045019,0.034268,0.020396,0.017712,0.026132,0.071514,0.122618,0.022642,0.014186,0.018407,0.074116
ITC3,Liguria,,0.074174,0.080247,0.082244,0.198803,0.197545,0.253843,0.31084,0.48426,0.167912,0.074345,0.053654,0.131931
ITC4,Lombardia,,0.244625,0.235239,0.238041,0.259875,0.305172,0.264885,0.258479,0.29926,0.275114,0.280715,0.293475,0.366072
ITF1,Abruzzo,,0.047351,0.039326,0.021703,0.041253,0.038888,0.07712,0.151047,0.281014,0.058773,0.026759,0.021109,0.05165
ITF2,Molise,,0.004753,0.003048,0.002211,0.004192,0.004343,0.009991,0.014522,0.03002,0.007726,0.002819,0.002396,0.005424
ITF3,Campania,,0.100637,0.068309,0.106374,0.197372,0.179002,0.206539,0.207621,0.350299,0.180799,0.120642,0.090299,0.194813
ITF4,Puglia,,0.043686,0.036732,0.045823,0.116325,0.116109,0.321754,0.626248,1.144058,0.248294,0.073036,0.048252,0.104976
ITF5,Basilicata,,0.006898,0.003808,0.005206,0.013092,0.010786,0.013059,0.019132,0.042623,0.012552,0.008666,0.006071,0.014877
ITF6,Calabria,,0.00687,0.004716,0.005103,0.010422,0.012681,0.044508,0.09592,0.183292,0.038729,0.011699,0.006892,0.010476
ITG1,Sicilia,,0.072475,0.067461,0.088207,0.203262,0.231254,0.375074,0.575459,1.060652,0.380965,0.164428,0.071732,0.116391
ITG2,Sardegna,,0.020723,0.017881,0.023652,0.063242,0.082158,0.338677,0.593162,0.870043,0.277872,0.05849,0.023606,0.039882
ITH1,Provincia Autonoma di Bolzano/Bozen,,0.052011,0.030395,0.020908,0.022858,0.022214,0.026808,0.056993,0.098696,0.022097,0.017542,0.027647,0.100382
ITH2,Provincia Autonoma di Trento,,0.081835,0.059063,0.042009,0.03336,0.033929,0.049228,0.123381,0.205015,0.045774,0.024102,0.025059,0.129712
ITH3,Veneto,,0.111047,0.101348,0.114785,0.17469,0.183341,0.172307,0.185885,0.277085,0.164513,0.137278,0.121839,0.199952
ITH4,Friuli-Venezia Giulia,,0.026362,0.020063,0.027711,0.047434,0.044479,0.049064,0.06109,0.095869,0.043644,0.035588,0.026663,0.046963
ITH5,Emilia-Romagna,,0.094895,0.089035,0.116528,0.135293,0.140216,0.152716,0.154039,0.175982,0.111681,0.11546,0.122268,0.130983
ITI1,Toscana,,0.147843,0.122492,0.164034,0.288873,0.276178,0.381306,0.463353,0.760631,0.266541,0.229219,0.157635,0.312465
ITI2,Umbria,,0.031538,0.020171,0.029819,0.07962,0.060677,0.046446,0.067559,0.139681,0.052307,0.048498,0.037444,0.078109
ITI3,Marche,,0.014635,0.012789,0.017263,0.040801,0.044926,0.094761,0.156126,0.281932,0.059717,0.023632,0.017605,0.033551
ITI4,Lazio,,0.1757,0.152745,0.22175,0.281786,0.34178,0.309641,0.325131,0.362818,0.25443,0.276493,0.233397,0.361088
CY00,Kýpros,,0.02911,0.024106,0.029811,0.036621,0.039441,0.083149,0.095187,0.194627,0.052842,0.042227,0.027514,0.045646
LV00,Latvija,,0.024372,0.024781,0.030587,0.033631,0.038725,0.05592,0.070593,0.069634,0.034821,0.037154,0.031515,0.039667
LT01,Sostinės regionas,,0.014593,0.014388,0.015742,0.015034,0.016409,0.016675,0.019565,0.0194,0.017883,0.01693,0.017762,0.021402
LT02,Vidurio ir vakarų Lietuvos regionas,,0.037658,0.04844,0.047611,0.060238,0.074573,0.133966,0.213304,0.212524,0.077899,0.049953,0.047666,0.064721
LU00,Luxembourg,,0.00395,0.003541,0.003547,0.003444,0.003636,0.00358,0.003558,0.003758,0.004744,0.005368,0.004524,0.004347
HU11,Budapest,,0.030803,0.034028,0.042623,0.038962,0.041818,0.042358,0.043788,0.045388,0.041162,0.050349,0.040596,0.033784
HU12,Pest,,0.002773,0.00285,0.003724,0.005898,0.006772,0.007099,0.009849,0.009762,0.00685,0.009153,0.005812,0.006032
HU21,Közép-Dunántúl,,0.004794,0.005111,0.007522,0.017847,0.018601,0.030784,0.062199,0.060895,0.018218,0.020593,0.00891,0.0133
HU22,Nyugat-Dunántúl,,0.00663,0.006757,0.007203,0.015409,0.016409,0.021527,0.041368,0.046314,0.014528,0.021346,0.010167,0.017192
HU23,Dél-Dunántúl,,0.006906,0.007708,0.010639,0.020547,0.023604,0.050176,0.086614,0.100626,0.021394,0.020308,0.011374,0.016092
HU31,Észak-Magyarország,,0.006797,0.007377,0.006683,0.016435,0.014209,0.017016,0.029687,0.032177,0.013833,0.024986,0.01103,0.016581
HU32,Észak-Alföld,,0.004134,0.004515,0.00556,0.010415,0.009215,0.012972,0.025845,0.028184,0.0102,0.013122,0.007064,0.010471
HU33,Dél-Alföld,,0.005,0.004959,0.00635,0.012487,0.013762,0.015501,0.025057,0.028825,0.011491,0.015884,0.008704,0.011422
MT00,Malta,,0.011383,0.02257,0.019589,0.021096,0.021323,0.026496,0.031404,0.037092,0.038234,0.019392,0.019377,0.029636
NL11,Groningen,,0.004874,0.00425,0.004502,0.006441,0.00771,0.007096,0.006474,0.008158,0.006277,0.006675,0.004566,0.005072
NL12,Friesland (NL),,0.013513,0.015458,0.018878,0.034159,0.040398,0.037413,0.038596,0.043747,0.031834,0.032289,0.019236,0.023236
NL13,Drenthe,,0.006143,0.00753,0.008262,0.015018,0.015258,0.015578,0.016829,0.021715,0.01301,0.017088,0.008939,0.01147
NL21,Overijssel,,0.010782,0.013454,0.014586,0.021494,0.025298,0.021224,0.022521,0.027237,0.019667,0.024522,0.016377,0.01743
NL22,Gelderland,,0.027176,0.032349,0.037613,0.053197,0.060431,0.054661,0.064902,0.068282,0.052473,0.066986,0.042092,0.046971
NL23,Flevoland,,0.003374,0.002287,0.003093,0.003645,0.005032,0.003995,0.003085,0.004356,0.004444,0.005059,0.004204,0.003465
NL32,Noord-Holland,,0.025328,0.026525,0.031135,0.040499,0.047109,0.041658,0.039617,0.047627,0.039466,0.043431,0.032334,0.03352
NL34,Zeeland,,0.009813,0.01158,0.016068,0.030503,0.033685,0.036126,0.035772,0.03991,0.027901,0.025233,0.013541,0.018693
NL35,Utrecht,,0.006159,0.006612,0.006805,0.00762,0.009179,0.008431,0.008508,0.008229,0.008611,0.010474,0.008904,0.007777
NL36,Zuid-Holland,,0.015151,0.014505,0.017649,0.017474,0.021666,0.023055,0.022242,0.022753,0.022178,0.025279,0.021025,0.020742
NL41,Noord-Brabant,,0.016168,0.017435,0.021933,0.024061,0.028236,0.02583,0.024292,0.027936,0.023364,0.028942,0.020541,0.022967
NL42,Limburg (NL),,0.011326,0.012199,0.015229,0.028864,0.029739,0.026931,0.029008,0.032799,0.024172,0.027284,0.018504,0.030854
AT11,Burgenland,,0.002519,0.002151,0.002671,0.005373,0.007466,0.009919,0.01578,0.017244,0.006472,0.006046,0.004055,0.003397
AT12,Niederösterreich,,0.008818,0.0098,0.008065,0.013973,0.020523,0.019812,0.022708,0.027402,0.017906,0.017643,0.010683,0.013578
AT13,Wien,,0.041192,0.044378,0.044365,0.048594,0.055365,0.055463,0.050046,0.048633,0.050329,0.059764,0.052156,0.04304
AT21,Kärnten,,0.017053,0.034629,0.008564,0.013476,0.021386,0.037196,0.059115,0.06447,0.021345,0.012506,0.006896,0.019985
AT22,Steiermark,,0.047685,0.063951,0.031335,0.030411,0.047359,0.043896,0.055351,0.066422,0.039452,0.04325,0.020818,0.056143
AT31,Oberösterreich,,0.010851,0.013506,0.009255,0.013976,0.021287,0.021519,0.023598,0.025701,0.016743,0.015722,0.010148,0.016634
AT32,Salzburg,,0.037752,0.059872,0.017377,0.013257,0.01971,0.023089,0.027845,0.036853,0.016533,0.013394,0.009591,0.033177
