NUTS,Region name,Total,January,February,March,April,May,June,July,August,September,October,November,December
ES30,Comunidad de Madrid,,0.640237,0.598163,0.756339,0.91759,0.924104,0.829065,0.815307,0.745206,0.821565,0.959299,0.73628,0.685645
ES41,Castilla y León,,0.028278,0.026491,0.031704,0.053399,0.062656,0.060165,0.120512,0.105958,0.066319,0.057709,0.029717,0.042046
ES42,Castilla-La Mancha,,0.014546,0.013682,0.016616,0.029165,0.027102,0.025268,0.03474,0.047704,0.025246,0.027995,0.015228,0.015632
ES43,Extremadura,,0.00523,0.004527,0.008261,0.016198,0.012925,0.010334,0.016268,0.023468,0.013532,0.011634,0.007018,0.009202
ES51,Cataluña,,0.839774,1.005367,1.137445,1.743846,1.85779,2.096496,3.373727,3.545334,1.879296,1.771097,0.962759,1.018078
ES52,Comunitat Valenciana,,0.725687,0.960664,1.018838,1.309558,1.45887,1.77999,2.792589,3.000324,1.77455,1.594955,0.874297,0.994812
ES53,Illes Balears,,0.089468,0.156639,0.278124,0.982443,1.140432,1.433357,1.774337,1.730776,1.402613,1.042832,0.141596,0.159795
ES61,Andalucía,,1.453486,1.811935,1.944859,2.71649,2.828006,3.020252,3.942066,4.122342,2.991311,2.998187,1.698438,1.883076
ES62,Región de Murcia,,0.048155,0.053834,0.051301,0.080632,0.078135,0.105916,0.209557,0.23195,0.105134,0.094325,0.05117,0.054859
ES63,Ciudad de Ceuta,,0.000688,0.000297,0.000349,0.000416,0.000542,0.000833,0.00098,0.001313,0.001105,0.000939,0.000447,0.00058
ES64,Ciudad de Melilla,,0.000333,0.000321,0.00041,0.000225,0.000385,0.000274,0.000884,0.000889,0.000196,0.000293,0.00029,0.000318
ES70,Canarias,,2.609077,2.578553,2.406961,1.768484,1.176016,1.215265,1.764646,1.745996,1.380683,1.934725,2.411716,2.553788
FR10,Ile-de-France,,1.204069,1.057798,1.488015,2.200045,2.056831,2.478399,2.333563,2.022139,1.901498,2.026618,1.270896,1.629358
FRB0,Centre — Val de Loire,,0.022354,0.021285,0.030274,0.072219,0.08662,0.117046,0.246679,0.269017,0.107404,0.067145,0.032037,0.041331
FRC1,Bourgogne,,0.0267,0.02593,0.032685,0.079725,0.088226,0.110349,0.225765,0.215821,0.105191,0.075822,0.039088,0.0493
FRC2,Franche-Comté,,0.01737,0.017282,0.018051,0.034819,0.037024,0.051411,0.100677,0.083343,0.041142,0.031758,0.017766,0.038704
FRD1,Basse-Normandie,,0.020525,0.022262,0.039226,0.15236,0.164625,0.250153,0.581624,0.575598,0.189196,0.110148,0.030042,0.058469
FRD2,Haute-Normandie,,0.023443,0.023781,0.033466,0.099826,0.097706,0.118742,0.292588,0.327067,0.100554,0.075304,0.02855,0.054152
FRE1,Nord-Pas de Calais,,0.072964,0.074702,0.099958,0.214218,0.213843,0.199188,0.42701,0.432865,0.188662,0.195245,0.107392,0.157162
FRE2,Picardie,,0.026229,0.025339,0.03076,0.074163,0.071819,0.078785,0.148405,0.159542,0.070383,0.059215,0.027455,0.051837
FRF1,Alsace,,0.110117,0.088064,0.12765,0.297093,0.285446,0.315901,0.428449,0.442339,0.265705,0.304586,0.211434,0.557141
FRF2,Champagne-Ardenne,,0.031179,0.03446,0.043061,0.098967,0.127543,0.124195,0.202563,0.211082,0.116137,0.10411,0.048366,0.078591
FRF3,Lorraine,,0.075081,0.066858,0.068023,0.141394,0.141524,0.15923,0.249681,0.259337,0.120321,0.137477,0.063033,0.157695
FRG0,Pays de la Loire,,0.033078,0.033884,0.038665,0.065919,0.086534,0.167358,0.375109,0.361595,0.108093,0.066178,0.037597,0.043604
FRH0,Bretagne,,0.033265,0.032905,0.053093,0.14037,0.192103,0.356877,0.904953,0.895721,0.317741,0.134401,0.043095,0.063926
FRI1,Aquitaine,,0.064857,0.060297,0.083656,0.224471,0.241155,0.457755,1.152282,1.088192,0.428452,0.203804,0.082365,0.143841
FRI2,Limousin,,0.005159,0.005657,0.006209,0.011873,0.014084,0.020577,0.049697,0.04801,0.017959,0.011395,0.006134,0.007488
FRI3,Poitou-Charentes,,0.020283,0.017332,0.023379,0.04818,0.067003,0.129522,0.360938,0.340884,0.103601,0.040695,0.021486,0.02633
FRJ1,Languedoc-Roussillon,,0.120917,0.092351,0.109537,0.284278,0.261922,0.466364,1.072249,0.952135,0.420363,0.226064,0.096346,0.279846
FRJ2,Midi-Pyrénées,,0.085423,0.070899,0.075755,0.129093,0.125029,0.18533,0.387116,0.380787,0.16548,0.118366,0.067139,0.14305
FRK1,Auvergne,,0.01107,0.012729,0.011655,0.023994,0.023861,0.033002,0.079115,0.070205,0.034485,0.023963,0.013986,0.018265
FRK2,Rhône-Alpes,,1.09151,1.198826,1.045601,0.555911,0.339049,0.647671,1.299638,1.18754,0.496878,0.320031,0.204359,1.084963
FRL0,Provence-Alpes-Côte d’Azur,,0.33339,0.326503,0.504632,1.074069,1.426554,2.349207,3.917071,3.36475,1.882149,0.976882,0.27409,0.500739
FRM0,Corse,,0.003084,0.003026,0.006076,0.065012,0.112563,0.313282,0.551042,0.564641,0.272201,0.121969,0.005065,0.006432
FRY1,Guadeloupe,,0.12134,0.115537,0.113286,0.090777,0.037526,0.031817,0.042816,0.024275,0.009477,0.020419,0.054524,0.108562
FRY2,Martinique,,0.063649,0.060505,0.058146,0.048066,0.021409,0.018912,0.028074,0.019717,0.00716,0.015066,0.031561,0.066691
FRY3,Guyane,,0.000962,0.001134,0.001294,0.001286,0.00129,0.000953,0.00161,0.001183,0.001385,0.001623,0.001355,0.001312
FRY4,La Réunion,,0.013402,0.012958,0.012546,0.018819,0.017185,0.015902,0.025169,0.022212,0.022775,0.030246,0.027247,0.020303
FRY5,Mayotte,,0.000462,0.000215,7.5e-05,5.1e-05,3e-05,0.000101,0.000248,3.3e-05,9.4e-05,0.000125,0.000136,6.4e-05
HR02,Panonska Hrvatska,,0.005855,0.004998,0.007318,0.026133,0.026387,0.04075,0.073746,0.088129,0.035782,0.021436,0.007392,0.011404
HR03,Jadranska Hrvatska,,0.067698,0.079226,0.151959,1.151478,1.956854,6.207105,10.675969,11.646709,4.286117,1.128191,0.101631,0.188445
HR05,Grad Zagreb,,0.054113,0.041177,0.056034,0.102659,0.111125,0.120599,0.152472,0.162663,0.120353,0.093989,0.058705,0.101518
HR06,Sjeverna Hrvatska,,0.009664,0.004586,0.005668,0.015744,0.01736,0.026943,0.050821,0.061974,0.023076,0.015304,0.008611,0.013029
ITC1,Piemonte,,0.092611,0.13098,0.132473,0.241419,0.257318,0.311409,0.538888,0.542264,0.320555,0.263489,0.127059,0.145823
ITC2,Valle d’Aosta/Vallée d’Aoste,,0.056981,0.122731,0.075434,0.034829,0.019891,0.034451,0.079884,0.062155,0.034147,0.01508,0.008459,0.059992
ITC3,Liguria,,0.057045,0.075972,0.128624,0.452089,0.481443,0.679398,1.118834,1.076303,0.647205,0.439996,0.088977,0.120916
ITC4,Lombardia,,0.554065,0.74256,0.772212,1.493236,1.541129,1.735177,2.299993,2.198354,1.718018,1.408563,0.73545,0.80417
ITF1,Abruzzo,,0.006345,0.00768,0.011716,0.027196,0.038064,0.070991,0.131046,0.097407,0.064057,0.035772,0.012642,0.013237
ITF2,Molise,,0.00096,0.000807,0.001216,0.002816,0.002683,0.006115,0.009007,0.007236,0.004825,0.002997,0.001658,0.001149
ITF3,Campania,,0.128049,0.174751,0.261001,0.679936,0.791969,0.889487,0.97776,0.884068,0.94726,0.782999,0.200167,0.179885
ITF4,Puglia,,0.068151,0.094464,0.145265,0.435427,0.597746,0.778434,1.092459,0.948023,0.896194,0.590095,0.134771,0.125564
ITF5,Basilicata,,0.003779,0.003906,0.006813,0.017959,0.023008,0.021334,0.021044,0.022364,0.030554,0.025145,0.007528,0.004667
ITF6,Calabria,,0.007132,0.008577,0.013156,0.03732,0.049797,0.082142,0.127297,0.090329,0.092493,0.061065,0.014481,0.01307
ITG1,Sicilia,,0.188429,0.273974,0.344469,0.883848,0.929264,1.117703,1.45752,1.304237,1.333996,1.181363,0.323376,0.2793
ITG2,Sardegna,,0.019377,0.023626,0.038212,0.320845,0.459909,0.873736,1.356758,1.179653,0.928747,0.572395,0.038523,0.026871
ITH1,Provincia Autonoma di Bolzano/Bozen,,0.135267,0.218671,0.12221,0.114568,0.145816,0.256928,0.300312,0.240524,0.231243,0.167391,0.03576,0.115294
ITH2,Provincia Autonoma di Trento,,0.119306,0.214763,0.103799,0.093427,0.089725,0.184681,0.267563,0.213035,0.14483,0.083467,0.022695,0.083231
ITH3,Veneto,,0.236203,0.335471,0.367923,0.796972,0.860398,1.249008,1.733054,1.635516,1.060987,0.804789,0.267827,0.348542
ITH4,Friuli-Venezia Giulia,,0.030726,0.045116,0.034614,0.081485,0.112028,0.180237,0.273121,0.273227,0.150223,0.081802,0.03248,0.043188
ITH5,Emilia-Romagna,,0.084872,0.105143,0.169026,0.253548,0.286865,0.279202,0.365386,0.33507,0.30508,0.271983,0.14816,0.103828
ITI1,Toscana,,0.271548,0.293278,0.499733,1.189694,1.373316,1.750528,2.299214,2.126567,1.679592,1.238942,0.38316,0.382319
ITI2,Umbria,,0.01034,0.011598,0.019541,0.062752,0.079789,0.110959,0.191515,0.176592,0.104892,0.065104,0.020919,0.019601
ITI3,Marche,,0.006486,0.005687,0.009063,0.030139,0.044092,0.108301,0.197505,0.164688,0.084336,0.030096,0.008406,0.008811
ITI4,Lazio,,0.736974,0.989497,1.228683,1.735132,1.818988,1.796749,1.794687,1.545526,1.82934,2.190497,1.115773,1.056978
CY00,Kýpros,,0.193012,0.239258,0.313611,0.536467,0.566844,0.727823,0.916962,0.969817,0.875067,0.850079,0.390558,0.355501
LV00,Latvija,,0.054969,0.055258,0.060316,0.090842,0.117635,0.159263,0.309972,0.310251,0.133883,0.09334,0.066768,0.101271
LT01,Sostinės regionas,,0.027012,0.026058,0.03267,0.047487,0.064651,0.069863,0.095554,0.105107,0.062532,0.051816,0.03802,0.05805
LT02,Vidurio ir vakarų Lietuvos regionas,,0.029825,0.028322,0.030309,0.044199,0.058216,0.083682,0.169669,0.156504,0.056656,0.044374,0.033117,0.042067
LU00,Luxembourg,,0.024599,0.026795,0.032027,0.043252,0.044668,0.046684,0.057466,0.053168,0.041974,0.048503,0.036713,0.042659
HU11,Budapest,,0.497094,0.519132,0.560152,0.793953,0.767589,0.696607,0.837635,0.982968,0.748861,0.791771,0.700597,0.948867
HU12,Pest,,0.003677,0.003244,0.004188,0.007555,0.008169,0.008499,0.017505,0.019043,0.00817,0.007269,0.005478,0.010731
HU21,Közép-Dunántúl,,0.003385,0.00292,0.004183,0.015324,0.022384,0.036819,0.087631,0.102522,0.023479,0.011473,0.004568,0.00877
HU22,Nyugat-Dunántúl,,0.012143,0.014942,0.016556,0.031438,0.034333,0.051452,0.103784,0.116365,0.035219,0.030184,0.017494,0.022702
HU23,Dél-Dunántúl,,0.00531,0.005713,0.007103,0.023536,0.03103,0.080053,0.189556,0.209641,0.039118,0.014522,0.005917,0.011779
HU31,Észak-Magyarország,,0.005204,0.005213,0.004745,0.011543,0.014573,0.020854,0.040481,0.050947,0.013984,0.008907,0.007832,0.007088
HU32,Észak-Alföld,,0.012985,0.01245,0.009942,0.013684,0.014883,0.030472,0.061738,0.077818,0.018648,0.01548,0.012103,0.013561
HU33,Dél-Alföld,,0.015418,0.014071,0.009325,0.01438,0.014403,0.014328,0.024929,0.032854,0.015276,0.013463,0.013681,0.015653
MT00,Malta,,0.213307,0.297817,0.373431,0.636677,0.68172,0.769508,1.057779,1.136172,0.822615,0.806832,0.366074,0.383464
NL11,Groningen,,0.007342,0.007305,0.010385,0.017987,0.015208,0.018642,0.026402,0.029159,0.015594,0.017101,0.008075,0.008756
NL12,Friesland (NL),,0.009878,0.009329,0.016202,0.060017,0.045107,0.056387,0.086045,0.087881,0.039313,0.046801,0.012289,0.022204
NL13,Drenthe,,0.004187,0.003976,0.004741,0.015001,0.010626,0.015395,0.025318,0.021304,0.009712,0.011121,0.006163,0.00749
NL21,Overijssel,,0.007778,0.007661,0.010664,0.026216,0.020758,0.024629,0.033024,0.032535,0.018757,0.02241,0.011239,0.013677
NL22,Gelderland,,0.020077,0.019835,0.028168,0.079103,0.053999,0.06866,0.094291,0.107227,0.045914,0.054534,0.027491,0.036019
NL23,Flevoland,,0.004645,0.003819,0.004391,0.016286,0.01199,0.014271,0.020212,0.022482,0.009883,0.01059,0.004208,0.007567
NL32,Noord-Holland,,0.092308,0.104105,0.160657,0.404016,0.308912,0.317577,0.441756,0.470359,0.263359,0.279243,0.123227,0.162875
NL34,Zeeland,,0.024992,0.032568,0.054126,0.162545,0.125449,0.154557,0.208948,0.231076,0.11395,0.131905,0.037187,0.059711
NL35,Utrecht,,0.011743,0.011509,0.017321,0.0458,0.035283,0.033401,0.043873,0.055196,0.029893,0.029312,0.017506,0.021457
NL36,Zuid-Holland,,0.040303,0.045982,0.065809,0.172947,0.135776,0.14326,0.188099,0.219704,0.113785,0.117647,0.056657,0.069063
NL41,Noord-Brabant,,0.024408,0.021742,0.030556,0.05095,0.041969,0.043951,0.061814,0.065416,0.041074,0.044305,0.034103,0.030789
NL42,Limburg (NL),,0.011265,0.010579,0.017549,0.028182,0.023101,0.029961,0.042919,0.033549,0.020948,0.033097,0.021452,0.023245
AT11,Burgenland,,0.002916,0.002363,0.00254,0.007663,0.00969,0.010695,0.016714,0.020006,0.009341,0.007216,0.004338,0.007138
AT12,Niederösterreich,,0.022795,0.025995,0.020924,0.039371,0.042969,0.047257,0.063847,0.071977,0.043511,0.03938,0.026497,0.052023
AT13,Wien,,0.316056,0.307849,0.359123,0.583637,0.495455,0.484492,0.550474,0.572709,0.456309,0.497433,0.44602,0.685953
AT21,Kärnten,,0.140621,0.187703,0.081578,0.046422,0.058387,0.127174,0.250077,0.270452,0.082939,0.039289,0.017216,0.13369
AT22,Steiermark,,0.195132,0.252595,0.123015,0.070583,0.070786,0.139426,0.22169,0.245314,0.087024,0.080211,0.039783,0.195652
AT31,Oberösterreich,,0.037188,0.046119,0.034822,0.062357,0.073038,0.098672,0.141159,0.146081,0.084206,0.066296,0.030032,0.076903
AT32,Salzburg,,0.553015,0.688437,0.388189,0.18226,0.170112,0.317238,0.627835,0.661922,0.202704,0.16549,0.076379,0.436245
