NUTS,Region name,Total,January,February,March,April,May,June,July,August,September,October,November,December
IS00,Ísland,,0.042555,0.067034,0.089863,0.081057,0.100404,0.176450,0.390555,0.234818,0.110129,0.105404,0.083067,0.056468
LI00,Liechtenstein,,0.000327,0.000436,0.000222,0.000299,0.000402,0.000738,0.000616,0.000554,0.000231,0.000531,0.000386,0.000535
NO02,Innlandet,,0.125035,0.162138,0.210880,0.127108,0.176111,0.321703,0.539179,0.369293,0.233943,0.151075,0.132877,0.117120
NO06,Trøndelag/Trööndelage,,0.119058,0.161611,0.174232,0.157426,0.182525,0.244090,0.324329,0.266282,0.194831,0.177298,0.174063,0.113088
NO07,Nord-Norge,,0.158944,0.188979,0.208419,0.189243,0.208742,0.353727,0.446232,0.353495,0.262879,0.217506,0.205859,0.144328
NO08,Oslo og Viken,,0.528305,0.539491,0.604377,0.572128,0.661804,0.836336,0.965904,0.843769,0.725303,0.674452,0.653865,0.473920
NO09,Agder og Sør-Østlandet,,0.102172,0.130093,0.179072,0.159269,0.353008,0.505287,1.120254,0.514822,0.241210,0.186741,0.155893,0.110687
NO0A,Vestlandet,,0.316073,0.367895,0.431995,0.443079,0.642358,0.739588,0.918828,0.739758,0.572809,0.457255,0.436715,0.299363
NO0B,Svalbard og Jan Mayen,,0.003080,0.006147,0.007180,0.008585,0.006342,0.004212,0.004842,0.006110,0.006141,0.005624,0.003755,0.002957
CH01,Région lémanique,,0.791155,1.111686,0.703949,0.459692,0.498682,0.573935,0.931593,0.856379,0.632716,0.492647,0.323288,0.575170
CH02,Espace Mittelland,,0.420222,0.523706,0.397083,0.358039,0.525217,0.561831,0.810774,0.726730,0.536617,0.454139,0.277624,0.297756
CH03,Nordwestschweiz,,0.080504,0.084054,0.093384,0.103886,0.130684,0.132376,0.129985,0.126342,0.126116,0.122805,0.120307,0.110427
CH04,Zürich,,0.145697,0.144529,0.188268,0.215642,0.263431,0.283474,0.284339,0.275880,0.262765,0.234126,0.207573,0.204574
CH05,Ostschweiz,,0.915802,1.257763,0.748097,0.320861,0.390444,0.571720,1.093063,0.983685,0.669640,0.604541,0.235764,0.584515
CH06,Zentralschweiz,,0.213461,0.279320,0.226915,0.207430,0.283788,0.295762,0.399220,0.366403,0.295104,0.261217,0.171089,0.182196
CH07,Ticino,,0.052492,0.071875,0.136698,0.306427,0.301579,0.318132,0.534882,0.407466,0.362734,0.282962,0.082640,0.068879
BA,Bosnia and Herzegovina,,:,:,:,:,:,:,:,:,:,:,:,:
ME00,Crna Gora,,0.050021,0.020756,0.032518,0.050465,0.062054,0.075715,0.086220,0.081919,0.048785,0.036852,0.031090,0.020761
MD,Moldova,,:,:,:,:,:,:,:,:,:,:,:,:
MK00,Severna Makedonija,,0.042568,0.035236,0.036813,0.042315,0.056326,0.063825,0.086988,0.094845,0.052320,0.055746,0.046518,0.036632
GE,Georgia,,:,:,:,:,:,:,:,:,:,:,:,:
AL01,Veri,,0.014188,0.013131,0.016730,0.020536,0.021387,0.046921,0.125871,0.134456,0.081302,0.032469,0.019838,0.020208
AL02,Qender,,0.034510,0.027137,0.036485,0.054793,0.053062,0.058809,0.087007,0.084730,0.061855,0.051733,0.034954,0.044351
AL03,Jug,,0.026251,0.020260,0.025937,0.038754,0.051349,0.100419,0.222488,0.292531,0.128645,0.060677,0.032252,0.038751
RS11,City of Belgrade,,0.034200,0.038121,0.044079,0.043548,0.043347,0.043009,0.042360,0.042832,0.041779,0.047984,0.045545,0.051411
RS12,Autonomous Province of Vojvodina,,0.051898,0.063318,0.069152,0.086602,0.089041,0.082448,0.096558,0.101506,0.079601,0.089163,0.075353,0.064853
RS21,Region Šumadije i Zapadne Srbije,,0.291993,0.284876,0.278451,0.293233,0.344435,0.324471,0.384622,0.439803,0.240505,0.241716,0.192486,0.207917
RS22,Region Južne i Istočne Srbije,,0.060023,0.081017,0.096256,0.127539,0.161796,0.167175,0.203351,0.226003,0.151861,0.126425,0.098859,0.071881
TR,Türkiye,,:,:,:,:,:,:,:,:,:,:,:,:
UA,Ukraine,,:,:,:,:,:,:,:,:,:,:,:,:
